ScientificName_Ros&Mazimpaka;NID;Bio1_values1;Bio8_values1
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;11629;9.008333206;10.64999962
Tortella squarrosa (Brid.) Limpr.;11147;9.016666412;10.46666622
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;11819;9.029166222;10.73333359
Dicranum scoparium Hedw.;11819;9.029166222;10.73333359
Hypnum cupressiforme Hedw.;11819;9.029166222;10.73333359
Dicranum scoparium Hedw.;9839;9.033333778;3.616666555
Hypnum cupressiforme Hedw.;11626;9.058333397;10.73333359
Dicranum scoparium Hedw.;9955;9.108333588;3.916666746
Hypnum cupressiforme Hedw.;9955;9.108333588;3.916666746
Homalothecium aureum (Spruce) H.Rob. ;9889;9.125;2.083333254
Homalothecium aureum (Spruce) H.Rob. ;9889;9.125;2.083333254
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9889;9.125;2.083333254
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9889;9.125;2.083333254
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9889;9.125;2.083333254
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9889;9.125;2.083333254
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9889;9.125;2.083333254
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9889;9.125;2.083333254
Hypnum cupressiforme Hedw.;8553;9.145833015;3.016666651
Dicranum scoparium Hedw.;12650;9.158333778;6.666666985
Dicranum scoparium Hedw.;13029;9.170833588;10.75
Hypnum cupressiforme Hedw.;13029;9.170833588;10.75
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9772;9.179166794;2.433333397
Hypnum cupressiforme Hedw.;11628;9.183333397;10.86666679
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;11628;9.183333397;10.86666679
Hypnum cupressiforme Hedw.;12964;9.191666603;10.83333397
Tortella squarrosa (Brid.) Limpr.;12964;9.191666603;10.83333397
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10071;9.208333015;4.050000191
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10071;9.208333015;4.050000191
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10071;9.208333015;4.050000191
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10071;9.208333015;4.050000191
Dicranum scoparium Hedw.;8472;9.225000381;4.033333302
Hypnum cupressiforme Hedw.;8472;9.225000381;4.033333302
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12620;9.225000381;10.86666679
Dicranum scoparium Hedw.;12620;9.225000381;10.86666679
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12620;9.225000381;10.86666679
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12620;9.225000381;10.86666679
Tortella squarrosa (Brid.) Limpr.;12620;9.225000381;10.86666679
Dicranum scoparium Hedw.;7548;9.229166985;3.983333349
Dicranum scoparium Hedw.;7548;9.229166985;3.983333349
Dicranum scoparium Hedw.;7548;9.229166985;3.983333349
Dicranum scoparium Hedw.;7548;9.229166985;3.983333349
Dicranum scoparium Hedw.;11627;9.229166985;10.89999962
Homalothecium aureum (Spruce) H.Rob. ;11627;9.229166985;10.89999962
Hypnum cupressiforme Hedw.;11627;9.229166985;10.89999962
Hypnum cupressiforme Hedw.;7783;9.233333588;4.183333397
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;7548;9.241666794;4.033333302
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;7548;9.241666794;4.033333302
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;7548;9.241666794;4.033333302
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;7548;9.241666794;4.033333302
Tortella squarrosa (Brid.) Limpr.;11814;9.245833397;10.95000076
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;7781;9.258333206;3.716666698
Homalothecium aureum (Spruce) H.Rob. ;9540;9.266666412;2.5
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9540;9.266666412;2.5
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9540;9.266666412;2.5
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9540;9.266666412;2.5
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;7899;9.266666412;4.199999809
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;7899;9.266666412;4.199999809
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;7899;9.266666412;4.199999809
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;7899;9.266666412;4.199999809
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;7899;9.266666412;4.199999809
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;7899;9.266666412;4.199999809
Hypnum cupressiforme Hedw.;7899;9.266666412;4.199999809
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;7899;9.266666412;4.199999809
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;7899;9.266666412;4.199999809
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;7899;9.266666412;4.199999809
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;7899;9.266666412;4.199999809
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;7899;9.266666412;4.199999809
Dicranum scoparium Hedw.;7899;9.266666412;4.199999809
Hypnum cupressiforme Hedw.;7899;9.266666412;4.199999809
Homalothecium aureum (Spruce) H.Rob. ;11727;9.275000572;10.96666718
Tortella squarrosa (Brid.) Limpr.;11727;9.275000572;10.96666718
Dicranum scoparium Hedw.;12964;9.279167175;10.91666698
Homalothecium aureum (Spruce) H.Rob. ;12964;9.279167175;10.91666698
Hypnum cupressiforme Hedw.;12964;9.279167175;10.91666698
Dicranum scoparium Hedw.;7665;9.283333778;4.033333302
Dicranum scoparium Hedw.;7665;9.283333778;4.033333302
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;7665;9.283333778;4.033333302
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9488;9.291666985;3.583333254
Homalothecium aureum (Spruce) H.Rob. ;10614;9.304166794;5.633333206
Hypnum cupressiforme Hedw.;10614;9.304166794;5.633333206
Tortella squarrosa (Brid.) Limpr.;10614;9.304166794;5.633333206
Hypnum cupressiforme Hedw.;10046;9.3125;5.783333302
Hypnum cupressiforme Hedw.;10046;9.3125;5.783333302
Homalothecium aureum (Spruce) H.Rob. ;9540;9.333333015;2.533333302
Homalothecium aureum (Spruce) H.Rob. ;9540;9.333333015;2.533333302
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9540;9.333333015;2.533333302
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9540;9.333333015;2.533333302
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;3789;9.350000381;3.583333254
Dicranum scoparium Hedw.;9608;9.350000381;4.166666508
Dicranum scoparium Hedw.;9608;9.350000381;4.166666508
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8359;9.362500191;4.333333492
Hypnum cupressiforme Hedw.;10398;9.375;5.799999714
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;11721;9.375;11.10000038
Hypnum cupressiforme Hedw.;10166;9.399999619;5.816666603
Hypnum cupressiforme Hedw.;10166;9.399999619;5.816666603
Tortella squarrosa (Brid.) Limpr.;12162;9.416666985;11.39999962
Homalothecium aureum (Spruce) H.Rob. ;12162;9.416666985;11.39999962
Dicranum scoparium Hedw.;11726;9.425000191;11.13333321
Homalothecium aureum (Spruce) H.Rob. ;11726;9.425000191;11.13333321
Hypnum cupressiforme Hedw.;11726;9.425000191;11.13333321
Hypnum cupressiforme Hedw.;12244;9.429166794;11.39999962
Hypnum cupressiforme Hedw.;11531;9.433333397;5.733333111
Hypnum cupressiforme Hedw.;10396;9.454166412;5.900000095
Dicranum scoparium Hedw.;12690;9.466666222;11.25
Dicranum scoparium Hedw.;12690;9.466666222;11.25
Hypnum cupressiforme Hedw.;12690;9.466666222;11.25
Hypnum cupressiforme Hedw.;12690;9.466666222;11.25
Hypnum cupressiforme Hedw.;10070;9.479166985;4.266666412
Hypnum cupressiforme Hedw.;9604;9.491666794;3.666666508
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9773;9.524999619;2.5
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9773;9.524999619;2.5
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12690;9.524999619;11.26666641
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12690;9.524999619;11.26666641
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12553;9.529167175;11.38333321
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12553;9.529167175;11.38333321
Hypnum cupressiforme Hedw.;11727;9.537500381;11.25
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9889;9.541666985;2.533333302
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9889;9.541666985;2.533333302
Hypnum cupressiforme Hedw.;10046;9.570833206;6.016666412
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;14180;9.574999809;10.48333359
Dicranum scoparium Hedw.;14180;9.574999809;10.48333359
Homalothecium aureum (Spruce) H.Rob. ;12964;9.579166412;11.21666622
Hypnum cupressiforme Hedw.;12964;9.579166412;11.21666622
Dicranum scoparium Hedw.;12965;9.579166412;11.23333359
Hypnum cupressiforme Hedw.;12965;9.579166412;11.23333359
Hypnum cupressiforme Hedw.;8473;9.591667175;4.733333588
Dicranum scoparium Hedw.;7783;9.595833778;6.966666698
Dicranum scoparium Hedw.;7783;9.595833778;6.966666698
Hypnum cupressiforme Hedw.;7783;9.595833778;6.966666698
Dicranum scoparium Hedw.;7783;9.595833778;6.966666698
Dicranum scoparium Hedw.;7783;9.595833778;6.966666698
Dicranum scoparium Hedw.;7783;9.595833778;6.966666698
Dicranum scoparium Hedw.;7783;9.595833778;6.966666698
Hypnum cupressiforme Hedw.;7540;9.612500191;3.75
Hypnum cupressiforme Hedw.;9036;9.620833397;4.466666698
Hypnum cupressiforme Hedw.;9036;9.620833397;4.466666698
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9036;9.620833397;4.466666698
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;3857;9.625;3.616666555
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;3857;9.625;3.616666555
Hypnum cupressiforme Hedw.;9815;9.629166603;5.983333111
Hypnum cupressiforme Hedw.;11431;9.633333206;5.900000095
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;11431;9.633333206;5.900000095
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;11534;9.637499809;5.950000286
Dicranum scoparium Hedw.;11534;9.637499809;5.950000286
Homalothecium aureum (Spruce) H.Rob. ;11534;9.637499809;5.950000286
Tortella squarrosa (Brid.) Limpr.;11534;9.637499809;5.950000286
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;11534;9.637499809;5.950000286
Hypnum cupressiforme Hedw.;11534;9.637499809;5.950000286
Homalothecium aureum (Spruce) H.Rob. ;10396;9.637499809;6.066666603
Homalothecium aureum (Spruce) H.Rob. ;10396;9.637499809;6.066666603
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12321;9.654166222;11.41666698
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12321;9.654166222;11.41666698
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;7900;9.675000191;7
Hypnum cupressiforme Hedw.;12965;9.675000191;11.28333378
Dicranum scoparium Hedw.;10188;9.679166794;4.599999905
Dicranum scoparium Hedw.;8778;9.679166794;6.200000286
Dicranum scoparium Hedw.;8778;9.679166794;6.200000286
Dicranum scoparium Hedw.;8778;9.679166794;6.200000286
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;11631;9.704166412;6.050000191
Dicranum scoparium Hedw.;11631;9.704166412;6.050000191
Homalothecium aureum (Spruce) H.Rob. ;11631;9.704166412;6.050000191
Hypnum cupressiforme Hedw.;11631;9.704166412;6.050000191
Dicranum scoparium Hedw.;10395;9.704166412;6.133333206
Hypnum cupressiforme Hedw.;10395;9.704166412;6.133333206
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;10395;9.704166412;6.133333206
Dicranum scoparium Hedw.;12964;9.729166985;11.3166666
Hypnum cupressiforme Hedw.;11433;9.737500191;6.050000191
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;11433;9.737500191;6.050000191
Dicranum scoparium Hedw.;11433;9.737500191;6.050000191
Hypnum cupressiforme Hedw.;10068;9.741666794;4.033333302
Hypnum cupressiforme Hedw.;11246;9.741666794;11.33333302
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;11246;9.741666794;11.33333302
Dicranum scoparium Hedw.;8472;9.754166603;4.599999905
Dicranum scoparium Hedw.;8472;9.754166603;4.599999905
Hypnum cupressiforme Hedw.;10048;9.770833015;6.133333206
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9698;9.774999619;6.233333111
Homalothecium aureum (Spruce) H.Rob. ;11529;9.791666985;11.46666622
Tortella squarrosa (Brid.) Limpr.;11529;9.791666985;11.46666622
Dicranum scoparium Hedw.;9841;9.804166794;4.933333397
Homalothecium aureum (Spruce) H.Rob. ;9841;9.804166794;4.933333397
Hypnum cupressiforme Hedw.;9841;9.804166794;4.933333397
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8778;9.820833206;6.316666603
Dicranum scoparium Hedw.;8778;9.820833206;6.316666603
Hypnum cupressiforme Hedw.;8778;9.820833206;6.316666603
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8245;9.820833206;7.199999809
Dicranum scoparium Hedw.;9580;9.824999809;6.166666508
Dicranum scoparium Hedw.;9580;9.824999809;6.166666508
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;7780;9.833333015;4.199999809
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;11440;9.833333015;6.099999905
Tortella squarrosa (Brid.) Limpr.;11440;9.833333015;6.099999905
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;11537;9.850000381;6.200000286
Homalothecium aureum (Spruce) H.Rob. ;11537;9.850000381;6.200000286
Hypnum cupressiforme Hedw.;11537;9.850000381;6.200000286
Hypnum cupressiforme Hedw.;11431;9.862500191;6.083333492
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;11431;9.862500191;6.083333492
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;11431;9.862500191;6.083333492
Homalothecium aureum (Spruce) H.Rob. ;11431;9.862500191;6.083333492
Dicranum scoparium Hedw.;7900;9.862500191;7.25
Dicranum scoparium Hedw.;11435;9.866666794;6.133333683
Hypnum cupressiforme Hedw.;11531;9.88;6.216666698
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;11531;9.88;6.216666698
Dicranum scoparium Hedw.;10796;9.879166603;5.633333206
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9837;9.895833015;4.283333302
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9538;9.925000191;3.400000095
Hypnum cupressiforme Hedw.;11721;9.9375;11.66666698
Tortella squarrosa (Brid.) Limpr.;11721;9.9375;11.66666698
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;11721;9.9375;11.66666698
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;11721;9.9375;11.66666698
Dicranum scoparium Hedw.;11721;9.9375;11.66666698
Dicranum scoparium Hedw.;3812;9.945833206;4.049999714
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9422;9.958333015;3.349999905
Dicranum scoparium Hedw.;7783;9.962499619;7.349999905
Hypnum cupressiforme Hedw.;7783;9.962499619;7.349999905
Dicranum scoparium Hedw.;7783;9.962499619;7.349999905
Dicranum scoparium Hedw.;7783;9.962499619;7.349999905
Dicranum scoparium Hedw.;7783;9.962499619;7.349999905
Dicranum scoparium Hedw.;11631;9.987500191;6.300000191
Homalothecium aureum (Spruce) H.Rob. ;11631;9.987500191;6.300000191
Hypnum cupressiforme Hedw.;11631;9.987500191;6.300000191
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;11532;9.991666794;6.31666708
Tortella squarrosa (Brid.) Limpr.;11532;9.991666794;6.31666708
Hypnum cupressiforme Hedw.;11532;9.991666794;6.31666708
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;11532;9.991666794;6.31666708
Dicranum scoparium Hedw.;7783;9.991666794;7.383333206
Dicranum scoparium Hedw.;7783;9.991666794;7.383333206
Dicranum scoparium Hedw.;7783;9.991666794;7.383333206
Dicranum scoparium Hedw.;7783;9.991666794;7.383333206
Dicranum scoparium Hedw.;7783;9.991666794;7.383333206
Dicranum scoparium Hedw.;7783;9.991666794;7.383333206
Dicranum scoparium Hedw.;7783;9.991666794;7.383333206
Hypnum cupressiforme Hedw.;7783;9.991666794;7.383333206
Homalothecium aureum (Spruce) H.Rob. ;11720;10;11.71666622
Hypnum cupressiforme Hedw.;11720;10;11.71666622
Tortella squarrosa (Brid.) Limpr.;11720;10;11.71666622
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;11001;10.00833321;5.716666698
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;11335;10.01249981;6.300000191
Dicranum scoparium Hedw.;11335;10.01249981;6.300000191
Homalothecium aureum (Spruce) H.Rob. ;11335;10.01249981;6.300000191
Hypnum cupressiforme Hedw.;11335;10.01249981;6.300000191
Tortella squarrosa (Brid.) Limpr.;11335;10.01249981;6.300000191
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Hypnum cupressiforme Hedw.;7783;10.02083302;7.416666508
Hypnum cupressiforme Hedw.;7783;10.02083302;7.416666508
Hypnum cupressiforme Hedw.;7783;10.02083302;7.416666508
Hypnum cupressiforme Hedw.;7783;10.02083302;7.416666508
Hypnum cupressiforme Hedw.;7783;10.02083302;7.416666508
Hypnum cupressiforme Hedw.;7783;10.02083302;7.416666508
Hypnum cupressiforme Hedw.;7783;10.02083302;7.416666508
Hypnum cupressiforme Hedw.;7783;10.02083302;7.416666508
Hypnum cupressiforme Hedw.;7783;10.02083302;7.416666508
Hypnum cupressiforme Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Dicranum scoparium Hedw.;7783;10.02083302;7.416666508
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;11537;10.04166698;6.399999619
Homalothecium aureum (Spruce) H.Rob. ;11537;10.04166698;6.399999619
Hypnum cupressiforme Hedw.;11537;10.04166698;6.399999619
Tortella squarrosa (Brid.) Limpr.;11537;10.04166698;6.399999619
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;3858;10.04583359;4.199999809
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8213;10.05000019;4
Hypnum cupressiforme Hedw.;8213;10.05000019;4
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8213;10.05000019;4
Hypnum cupressiforme Hedw.;8213;10.05000019;4
Dicranum scoparium Hedw.;10413;10.05000019;4.083333015
Dicranum scoparium Hedw.;14230;10.05000019;11
Hypnum cupressiforme Hedw.;13112;10.05416679;7.083333492
Dicranum scoparium Hedw.;3846;10.0625;4.933333397
Hypnum cupressiforme Hedw.;11534;10.0625;6.383333206
Tortella squarrosa (Brid.) Limpr.;11534;10.0625;6.383333206
Dicranum scoparium Hedw.;9378;10.07916641;5.183333397
Tortella squarrosa (Brid.) Limpr.;11904;10.08333302;11.9333334
Hypnum cupressiforme Hedw.;12244;10.09583378;12.0666666
Hypnum cupressiforme Hedw.;8213;10.10833359;4.050000191
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;7783;10.11250019;7.449999809
Hypnum cupressiforme Hedw.;7783;10.11250019;7.449999809
Dicranum scoparium Hedw.;12964;10.11250019;11.75
Hypnum cupressiforme Hedw.;12964;10.11250019;11.75
Dicranum scoparium Hedw.;12621;10.11666679;11.91666698
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12621;10.11666679;11.91666698
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12621;10.11666679;11.91666698
Dicranum scoparium Hedw.;12621;10.11666679;11.91666698
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12621;10.11666679;11.91666698
Hypnum cupressiforme Hedw.;9036;10.1208334;5.016666889
Hypnum cupressiforme Hedw.;10415;10.1291666;4.516666889
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;10415;10.1291666;4.516666889
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;3811;10.14583302;4.283333302
Dicranum scoparium Hedw.;3811;10.14583302;4.283333302
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;3811;10.14583302;4.283333302
Dicranum scoparium Hedw.;7899;10.14999962;7.466666698
Hypnum cupressiforme Hedw.;10796;10.17083359;5.916666508
Homalothecium aureum (Spruce) H.Rob. ;9836;10.17916679;4.300000191
Hypnum cupressiforme Hedw.;9836;10.17916679;4.300000191
Homalothecium aureum (Spruce) H.Rob. ;10047;10.17916679;6.533333302
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9726;10.21249962;5.433333397
Dicranum scoparium Hedw.;9726;10.21249962;5.433333397
Dicranum scoparium Hedw.;9726;10.21249962;5.433333397
Homalothecium aureum (Spruce) H.Rob. ;10616;10.22500038;6.416666508
Hypnum cupressiforme Hedw.;10616;10.22500038;6.416666508
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9773;10.25833321;3.316666603
Homalothecium aureum (Spruce) H.Rob. ;9773;10.25833321;3.316666603
Hypnum cupressiforme Hedw.;9773;10.25833321;3.316666603
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9773;10.25833321;3.316666603
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9889;10.27083302;3.200000048
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9889;10.27083302;3.200000048
Hypnum cupressiforme Hedw.;9933;10.27499962;6.433333397
Hypnum cupressiforme Hedw.;8472;10.30000019;7.716666698
Hypnum cupressiforme Hedw.;12321;10.30000019;12.11666679
Tortella squarrosa (Brid.) Limpr.;12321;10.30000019;12.11666679
Dicranum scoparium Hedw.;7899;10.3125;7.650000095
Hypnum cupressiforme Hedw.;7899;10.3125;7.650000095
Homalothecium aureum (Spruce) H.Rob. ;11041;10.32083321;12.01666641
Hypnum cupressiforme Hedw.;11041;10.32083321;12.01666641
Homalothecium aureum (Spruce) H.Rob. ;9258;10.35833359;4.333333492
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;10281;10.35833359;6.633333683
Hypnum cupressiforme Hedw.;10281;10.35833359;6.633333683
Dicranum scoparium Hedw.;10281;10.35833359;6.633333683
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10281;10.35833359;6.633333683
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;11139;10.36250019;6.583333015
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;6248;10.36666679;4.666666985
Hypnum cupressiforme Hedw.;10183;10.3708334;4.383333206
Hypnum cupressiforme Hedw.;7782;10.39583302;7.699999809
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8213;10.40833378;4.316666603
Hypnum cupressiforme Hedw.;8213;10.40833378;4.316666603
Homalothecium aureum (Spruce) H.Rob. ;9537;10.41666698;4.050000191
Tortella squarrosa (Brid.) Limpr.;9537;10.41666698;4.050000191
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9537;10.41666698;4.050000191
Homalothecium aureum (Spruce) H.Rob. ;11633;10.41666698;6.633333206
Tortella squarrosa (Brid.) Limpr.;11633;10.41666698;6.633333206
Hypnum cupressiforme Hedw.;12320;10.4333334;12.16666698
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12320;10.4333334;12.16666698
Tortella squarrosa (Brid.) Limpr.;11533;10.4375;6.816666603
Dicranum scoparium Hedw.;11336;10.44583321;6.716666698
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9538;10.45416641;4.016666889
Hypnum cupressiforme Hedw.;10522;10.46249962;4.566666603
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9931;10.47083282;6.783333302
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9931;10.47083282;6.783333302
Hypnum cupressiforme Hedw.;10628;10.48333359;11.94999981
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;11720;10.48750019;12.23333359
Dicranum scoparium Hedw.;11720;10.48750019;12.23333359
Hypnum cupressiforme Hedw.;11720;10.48750019;12.23333359
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;11720;10.48750019;12.23333359
Dicranum scoparium Hedw.;3764;10.4958334;4.816666603
Dicranum scoparium Hedw.;3764;10.4958334;4.816666603
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;7667;10.5041666;5.416666508
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9727;10.50833321;5.766666889
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;6442;10.52916622;4.666666508
Hypnum cupressiforme Hedw.;10523;10.52916718;4.900000095
Dicranum scoparium Hedw.;14233;10.53750038;11.41666698
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9724;10.5583334;5.466666698
Dicranum scoparium Hedw.;9724;10.5583334;5.466666698
Hypnum cupressiforme Hedw.;9724;10.5583334;5.466666698
Hypnum cupressiforme Hedw.;9724;10.5583334;5.466666698
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;11437;10.5583334;6.850000381
Dicranum scoparium Hedw.;11437;10.5583334;6.850000381
