ScientificName_Ros&Mazimpaka;NID;Bio1_values1;Bio8_values1
Hypnum cupressiforme Hedw.;11437;10.5583334;6.850000381
Tortella squarrosa (Brid.) Limpr.;11437;10.5583334;6.850000381
Homalothecium aureum (Spruce) H.Rob. ;9655;10.5625;4.050000191
Homalothecium aureum (Spruce) H.Rob. ;11437;10.6208334;6.866666794
Tortella squarrosa (Brid.) Limpr.;11437;10.6208334;6.866666794
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;11437;10.6208334;6.866666794
Dicranum scoparium Hedw.;11633;10.6291666;6.900000095
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;11633;10.6291666;6.900000095
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;11633;10.6291666;6.900000095
Tortella squarrosa (Brid.) Limpr.;11993;10.6291666;12.51666641
Dicranum scoparium Hedw.;3812;10.63749981;4.75
Dicranum scoparium Hedw.;3812;10.63749981;4.75
Hypnum cupressiforme Hedw.;10047;10.63749981;6.916666508
Homalothecium aureum (Spruce) H.Rob. ;11434;10.63749981;6.949999809
Tortella squarrosa (Brid.) Limpr.;11434;10.63749981;6.949999809
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;11434;10.63749981;6.949999809
Dicranum scoparium Hedw.;7900;10.64583302;8.083333015
Hypnum cupressiforme Hedw.;7900;10.64583302;8.083333015
Hypnum cupressiforme Hedw.;11720;10.64583302;12.4333334
Hypnum cupressiforme Hedw.;8782;10.65833282;6.983333111
Hypnum cupressiforme Hedw.;12321;10.66666698;12.46666718
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12321;10.66666698;12.46666718
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;7900;10.67083359;8.066666603
Dicranum scoparium Hedw.;11900;10.67083359;12.46666718
Dicranum scoparium Hedw.;11900;10.67083359;12.46666718
Homalothecium aureum (Spruce) H.Rob. ;8894;10.67500019;6.949999809
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9150;10.6875;5.550000191
Dicranum scoparium Hedw.;11535;10.69999981;7
Homalothecium aureum (Spruce) H.Rob. ;11535;10.69999981;7
Homalothecium aureum (Spruce) H.Rob. ;11237;10.70833302;6.900000095
Hypnum cupressiforme Hedw.;11237;10.70833302;6.900000095
Hypnum cupressiforme Hedw.;10405;10.72500038;12.4333334
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12320;10.73333359;12.53333282
Tortella squarrosa (Brid.) Limpr.;10735;10.74166679;4.783333302
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;11534;10.75833321;7.083333492
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8888;10.75833321;7.150000095
Hypnum cupressiforme Hedw.;8888;10.75833321;7.150000095
Tortella squarrosa (Brid.) Limpr.;8888;10.75833321;7.150000095
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;8888;10.75833321;7.150000095
Homalothecium aureum (Spruce) H.Rob. ;8888;10.75833321;7.150000095
Hypnum cupressiforme Hedw.;8888;10.75833321;7.150000095
Hypnum cupressiforme Hedw.;11720;10.77499962;12.55000019
Tortella squarrosa (Brid.) Limpr.;11720;10.77499962;12.55000019
Dicranum scoparium Hedw.;11720;10.77499962;12.55000019
Dicranum scoparium Hedw.;9151;10.78333378;5.950000286
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;11434;10.8125;7.150000095
Dicranum scoparium Hedw.;11434;10.8125;7.150000095
Hypnum cupressiforme Hedw.;11434;10.8125;7.150000095
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;11434;10.8125;7.150000095
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10121;10.8166666;3.983333349
Hypnum cupressiforme Hedw.;11994;10.82916641;12.76666641
Hypnum cupressiforme Hedw.;11994;10.82916641;12.76666641
Tortella squarrosa (Brid.) Limpr.;11994;10.82916641;12.76666641
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;11994;10.82916641;12.76666641
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8134;10.83333302;8.616666794
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9771;10.83749962;4.266666412
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9538;10.84166622;4.400000095
Homalothecium aureum (Spruce) H.Rob. ;9579;10.84166622;7.050000191
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9579;10.84166622;7.050000191
Homalothecium aureum (Spruce) H.Rob. ;12760;10.84166622;12.5
Hypnum cupressiforme Hedw.;9151;10.85000038;8.399999619
Hypnum cupressiforme Hedw.;9151;10.85000038;8.399999619
Tortella squarrosa (Brid.) Limpr.;11625;10.85416698;12.55000019
Hypnum cupressiforme Hedw.;11625;10.85416698;12.55000019
Dicranum scoparium Hedw.;11625;10.85416698;12.55000019
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;11625;10.85416698;12.55000019
Homalothecium aureum (Spruce) H.Rob. ;9236;10.86250019;12.61666679
Hypnum cupressiforme Hedw.;9236;10.86250019;12.61666679
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9236;10.86250019;12.61666679
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9236;10.86250019;12.61666679
Hypnum cupressiforme Hedw.;12320;10.86250019;12.65000057
Hypnum cupressiforme Hedw.;12320;10.86250019;12.65000057
Dicranum scoparium Hedw.;9717;10.8791666;4.75
Hypnum cupressiforme Hedw.;9580;10.8791666;7.166666985
Hypnum cupressiforme Hedw.;9580;10.8791666;7.166666985
Hypnum cupressiforme Hedw.;9580;10.8791666;7.166666985
Hypnum cupressiforme Hedw.;9580;10.8791666;7.166666985
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;3939;10.88749981;5.266666889
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;3939;10.88749981;5.266666889
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;3939;10.88749981;5.266666889
Dicranum scoparium Hedw.;3939;10.88749981;5.266666889
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;3939;10.88749981;5.266666889
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;3939;10.88749981;5.266666889
Dicranum scoparium Hedw.;10796;10.89999962;6.650000095
Homalothecium aureum (Spruce) H.Rob. ;9812;10.89999962;7.050000191
Hypnum cupressiforme Hedw.;9812;10.89999962;7.050000191
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9812;10.89999962;7.050000191
Hypnum cupressiforme Hedw.;14262;10.89999962;8.383333206
Homalothecium aureum (Spruce) H.Rob. ;12964;10.89999962;12.5
Hypnum cupressiforme Hedw.;12964;10.89999962;12.5
Tortella squarrosa (Brid.) Limpr.;12964;10.89999962;12.5
Homalothecium aureum (Spruce) H.Rob. ;9773;10.90833378;4
Homalothecium aureum (Spruce) H.Rob. ;9773;10.90833378;4
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9773;10.90833378;4
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9773;10.90833378;4
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9773;10.90833378;4
Tortella squarrosa (Brid.) Limpr.;9773;10.90833378;4
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9773;10.90833378;4
Tortella squarrosa (Brid.) Limpr.;12241;10.92916679;12.75
Hypnum cupressiforme Hedw.;10165;10.9333334;7.083333015
Hypnum cupressiforme Hedw.;10165;10.9333334;7.083333015
Homalothecium aureum (Spruce) H.Rob. ;10902;10.94999981;6.699999809
Homalothecium aureum (Spruce) H.Rob. ;9934;10.97916698;7.083333492
Hypnum cupressiforme Hedw.;9934;10.97916698;7.083333492
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9934;10.97916698;7.083333492
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10237;10.98333359;4.183333397
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9889;11;3.950000048
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;11536;11;7.299999714
Hypnum cupressiforme Hedw.;11536;11;7.299999714
Dicranum scoparium Hedw.;11536;11;7.299999714
Homalothecium aureum (Spruce) H.Rob. ;10795;11.0041666;6.700000286
Hypnum cupressiforme Hedw.;10795;11.0041666;6.700000286
Tortella squarrosa (Brid.) Limpr.;10795;11.0041666;6.700000286
Hypnum cupressiforme Hedw.;3879;11.00833321;5.116666794
Dicranum scoparium Hedw.;3879;11.01666641;5.083333492
Dicranum scoparium Hedw.;3879;11.01666641;5.083333492
Hypnum cupressiforme Hedw.;3879;11.01666641;5.083333492
Hypnum cupressiforme Hedw.;12396;11.01666641;12.78333378
Tortella squarrosa (Brid.) Limpr.;12396;11.01666641;12.78333378
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12396;11.01666641;12.78333378
Hypnum cupressiforme Hedw.;12241;11.03750038;12.88333321
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12241;11.03750038;12.88333321
Dicranum scoparium Hedw.;11534;11.04166698;7.349999905
Hypnum cupressiforme Hedw.;11534;11.04166698;7.349999905
Homalothecium aureum (Spruce) H.Rob. ;9773;11.05416679;4.166666985
Homalothecium aureum (Spruce) H.Rob. ;9773;11.05416679;4.166666985
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9773;11.05416679;4.166666985
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9773;11.05416679;4.166666985
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9773;11.05416679;4.166666985
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9774;11.05416679;4.200000286
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8888;11.05416679;7.466666698
Homalothecium aureum (Spruce) H.Rob. ;8888;11.05416679;7.466666698
Hypnum cupressiforme Hedw.;8888;11.05416679;7.466666698
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12627;11.0583334;12.84999943
Dicranum scoparium Hedw.;10719;11.07083321;7.183333397
Hypnum cupressiforme Hedw.;10719;11.07083321;7.183333397
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;10719;11.07083321;7.183333397
Homalothecium aureum (Spruce) H.Rob. ;11531;11.07499981;7.416666508
Hypnum cupressiforme Hedw.;11531;11.07499981;7.416666508
Tortella squarrosa (Brid.) Limpr.;11531;11.07499981;7.416666508
Dicranum scoparium Hedw.;11531;11.07499981;7.416666508
Tortella squarrosa (Brid.) Limpr.;10935;11.07499981;12.88333321
Hypnum cupressiforme Hedw.;8090;11.07916641;4.983333588
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;3858;11.08333302;5.25
Tortella squarrosa (Brid.) Limpr.;11136;11.09583378;7.25
Hypnum cupressiforme Hedw.;8090;11.10000038;5
Dicranum scoparium Hedw.;8090;11.10000038;5
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10503;11.10000038;7.349999905
Tortella squarrosa (Brid.) Limpr.;10503;11.10000038;7.349999905
Dicranum scoparium Hedw.;12473;11.10000038;12.8166666
Hypnum cupressiforme Hedw.;12473;11.10000038;12.8166666
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12473;11.10000038;12.8166666
Dicranum scoparium Hedw.;12473;11.10000038;12.8166666
Hypnum cupressiforme Hedw.;12473;11.10000038;12.8166666
Homalothecium aureum (Spruce) H.Rob. ;8236;11.10416698;4.833333492
Hypnum cupressiforme Hedw.;8236;11.10416698;4.833333492
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;10165;11.10833359;7.266666889
Homalothecium aureum (Spruce) H.Rob. ;11237;11.11250019;7.266666889
Hypnum cupressiforme Hedw.;11237;11.11250019;7.266666889
Tortella squarrosa (Brid.) Limpr.;11237;11.11250019;7.266666889
Tortella squarrosa (Brid.) Limpr.;12532;11.11250019;13.0666666
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;11032;11.13333321;7.300000191
Homalothecium aureum (Spruce) H.Rob. ;11032;11.13333321;7.300000191
Tortella squarrosa (Brid.) Limpr.;11032;11.13333321;7.300000191
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12532;11.13749981;13.08333397
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;10415;11.14583302;5.616666794
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9579;11.14999962;7.316666603
Hypnum cupressiforme Hedw.;9579;11.14999962;7.316666603
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10793;11.15833378;6.783333302
Homalothecium aureum (Spruce) H.Rob. ;10793;11.15833378;6.783333302
Tortella squarrosa (Brid.) Limpr.;10793;11.15833378;6.783333302
Dicranum scoparium Hedw.;9264;11.17500019;8.699999809
Tortella squarrosa (Brid.) Limpr.;9264;11.17500019;8.699999809
Tortella squarrosa (Brid.) Limpr.;9700;11.17500019;13.25
Tortella squarrosa (Brid.) Limpr.;10523;11.17916679;5.683333397
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9466;11.1833334;13.0666666
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;7191;11.1875;5.633333206
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;7191;11.1875;5.633333206
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;3846;11.1916666;5.833333015
Dicranum scoparium Hedw.;3846;11.1916666;5.833333015
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9771;11.19999981;4.683333397
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9771;11.19999981;4.683333397
Tortella squarrosa (Brid.) Limpr.;10792;11.19999981;6.883333206
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;11633;11.20416641;7.449999809
Dicranum scoparium Hedw.;11633;11.20416641;7.449999809
Tortella squarrosa (Brid.) Limpr.;11633;11.20416641;7.449999809
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;11633;11.20416641;7.449999809
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10121;11.21666622;4.5
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10121;11.21666622;4.5
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10121;11.21666622;4.5
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10121;11.21666622;4.5
Hypnum cupressiforme Hedw.;9942;11.22083378;7.416666985
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9942;11.22083378;7.416666985
Hypnum cupressiforme Hedw.;9724;11.22500038;8.666666031
Hypnum cupressiforme Hedw.;8473;11.23333359;8.916666985
Hypnum cupressiforme Hedw.;6954;11.23750019;6.066666603
Dicranum scoparium Hedw.;6954;11.23750019;6.066666603
Hypnum cupressiforme Hedw.;6954;11.23750019;6.066666603
Dicranum scoparium Hedw.;7304;11.26249981;5.550000191
Homalothecium aureum (Spruce) H.Rob. ;12397;11.27499962;13.03333282
Hypnum cupressiforme Hedw.;12398;11.27499962;13.11666679
Hypnum cupressiforme Hedw.;12398;11.27499962;13.11666679
Hypnum cupressiforme Hedw.;12398;11.27499962;13.11666679
Tortella squarrosa (Brid.) Limpr.;12398;11.27499962;13.11666679
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12398;11.27499962;13.11666679
Hypnum cupressiforme Hedw.;8359;11.28750038;8.883333206
Hypnum cupressiforme Hedw.;8359;11.28750038;8.883333206
Hypnum cupressiforme Hedw.;8359;11.28750038;8.883333206
Hypnum cupressiforme Hedw.;8359;11.28750038;8.883333206
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8018;11.28750038;9.050000191
Tortella squarrosa (Brid.) Limpr.;12761;11.29166698;12.9333334
Hypnum cupressiforme Hedw.;10281;11.3166666;7.466666698
Hypnum cupressiforme Hedw.;10281;11.3166666;7.466666698
Dicranum scoparium Hedw.;13029;11.32499981;12.88333321
Homalothecium aureum (Spruce) H.Rob. ;9036;11.33333302;8.816666603
Hypnum cupressiforme Hedw.;8888;11.33749962;7.700000286
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8888;11.33749962;7.700000286
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;8888;11.33749962;7.700000286
Dicranum scoparium Hedw.;10931;11.34166622;7.466666698
Tortella squarrosa (Brid.) Limpr.;10931;11.34166622;7.466666698
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;13112;11.34166622;8.316666603
Hypnum cupressiforme Hedw.;10406;11.34166718;13.11666679
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10406;11.34166718;13.11666679
Hypnum cupressiforme Hedw.;10525;11.35416698;6.183333397
Homalothecium aureum (Spruce) H.Rob. ;11033;11.35833359;7.483333111
Hypnum cupressiforme Hedw.;11033;11.35833359;7.483333111
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;11033;11.35833359;7.483333111
Hypnum cupressiforme Hedw.;8102;11.3708334;5.316666603
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10821;11.3791666;7.550000191
Homalothecium aureum (Spruce) H.Rob. ;10821;11.3791666;7.550000191
Hypnum cupressiforme Hedw.;10821;11.3791666;7.550000191
Tortella squarrosa (Brid.) Limpr.;10821;11.3791666;7.550000191
Tortella squarrosa (Brid.) Limpr.;12241;11.3791666;13.25
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12241;11.3791666;13.25
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12383;11.3791666;13.28333282
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12383;11.3791666;13.28333282
Hypnum cupressiforme Hedw.;12383;11.3791666;13.28333282
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12383;11.3791666;13.28333282
Hypnum cupressiforme Hedw.;12398;11.38333321;13.19999981
Hypnum cupressiforme Hedw.;12398;11.38333321;13.19999981
Tortella squarrosa (Brid.) Limpr.;12398;11.38333321;13.19999981
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12398;11.38333321;13.19999981
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12241;11.39583302;13.26666641
Dicranum scoparium Hedw.;10689;11.39999962;7.116666794
Dicranum scoparium Hedw.;10689;11.39999962;7.116666794
Homalothecium aureum (Spruce) H.Rob. ;12384;11.39999962;13.30000019
Tortella squarrosa (Brid.) Limpr.;12384;11.39999962;13.30000019
Homalothecium aureum (Spruce) H.Rob. ;11230;11.40416718;7.433333397
Hypnum cupressiforme Hedw.;11230;11.40416718;7.433333397
Dicranum scoparium Hedw.;3726;11.41250038;5.733333111
Dicranum scoparium Hedw.;11634;11.42500019;7.666666508
Homalothecium aureum (Spruce) H.Rob. ;9711;11.42500019;13.14999962
Hypnum cupressiforme Hedw.;9711;11.42500019;13.14999962
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9711;11.42500019;13.14999962
Hypnum cupressiforme Hedw.;12383;11.4375;13.36666679
Tortella squarrosa (Brid.) Limpr.;12383;11.4375;13.36666679
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12383;11.4375;13.36666679
Hypnum cupressiforme Hedw.;7313;11.4416666;6.316666603
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;7313;11.4416666;6.316666603
Tortella squarrosa (Brid.) Limpr.;10580;11.45416641;7.283333302
Hypnum cupressiforme Hedw.;12397;11.46249962;13.19999981
Tortella squarrosa (Brid.) Limpr.;12397;11.46249962;13.19999981
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;3851;11.46666622;5.483333588
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;3851;11.46666622;5.483333588
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;6868;11.46666622;7.099999905
Dicranum scoparium Hedw.;12320;11.46666622;13.21666718
Tortella squarrosa (Brid.) Limpr.;12320;11.46666622;13.21666718
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12320;11.46666622;13.21666718
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9700;11.48333359;13.53333378
Dicranum scoparium Hedw.;3687;11.49166679;5.900000095
Homalothecium aureum (Spruce) H.Rob. ;10926;11.49166679;7.599999905
Dicranum scoparium Hedw.;10580;11.4958334;7.333333015
Tortella squarrosa (Brid.) Limpr.;8362;11.4958334;9.566666603
Hypnum cupressiforme Hedw.;12398;11.5041666;13.38333321
Tortella squarrosa (Brid.) Limpr.;12398;11.5041666;13.38333321
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12398;11.5041666;13.38333321
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;3851;11.51249981;5.516666889
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;3851;11.51249981;5.516666889
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;3851;11.51249981;5.516666889
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;3851;11.51249981;5.516666889
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;3851;11.51249981;5.516666889
Homalothecium aureum (Spruce) H.Rob. ;10793;11.51249981;7.183333397
Tortella squarrosa (Brid.) Limpr.;10793;11.51249981;7.183333397
Homalothecium aureum (Spruce) H.Rob. ;9542;11.51666641;5
Homalothecium aureum (Spruce) H.Rob. ;9542;11.51666641;5
Homalothecium aureum (Spruce) H.Rob. ;9542;11.51666641;5
Homalothecium aureum (Spruce) H.Rob. ;9542;11.51666641;5
Hypnum cupressiforme Hedw.;12383;11.51666641;13.44999981
Tortella squarrosa (Brid.) Limpr.;12383;11.51666641;13.44999981
Homalothecium aureum (Spruce) H.Rob. ;8906;11.54583359;5.099999905
Hypnum cupressiforme Hedw.;8906;11.54583359;5.099999905
Tortella squarrosa (Brid.) Limpr.;10715;11.54583359;7.683333397
Hypnum cupressiforme Hedw.;12383;11.54583359;13.48333359
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;11235;11.57499981;7.75
Dicranum scoparium Hedw.;11235;11.57499981;7.75
Homalothecium aureum (Spruce) H.Rob. ;11235;11.57499981;7.75
Hypnum cupressiforme Hedw.;11235;11.57499981;7.75
Tortella squarrosa (Brid.) Limpr.;11235;11.57499981;7.75
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10237;11.58333302;4.783333302
Tortella squarrosa (Brid.) Limpr.;9579;11.58749962;7.75
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9579;11.58749962;7.75
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9725;11.59583378;9.050000191
Dicranum scoparium Hedw.;9725;11.59583378;9.050000191
Hypnum cupressiforme Hedw.;9725;11.59583378;9.050000191
Tortella squarrosa (Brid.) Limpr.;9725;11.59583378;9.050000191
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9725;11.59583378;9.050000191
Hypnum cupressiforme Hedw.;9725;11.59583378;9.050000191
Hypnum cupressiforme Hedw.;14340;11.625;12.5
Homalothecium aureum (Spruce) H.Rob. ;8002;11.6291666;5.483333111
Hypnum cupressiforme Hedw.;8002;11.6291666;5.483333111
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8002;11.6291666;5.483333111
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10004;11.64166641;5.133333683
Dicranum scoparium Hedw.;13404;11.65416622;12.59999943
Dicranum scoparium Hedw.;13404;11.65416622;12.59999943
Dicranum scoparium Hedw.;6751;11.66250038;6.550000191
Hypnum cupressiforme Hedw.;6751;11.66250038;6.550000191
Dicranum scoparium Hedw.;14125;11.66250038;13.10000038
Hypnum cupressiforme Hedw.;12159;11.67083359;13.53333378
Tortella squarrosa (Brid.) Limpr.;12159;11.67083359;13.53333378
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;3851;11.67500019;5.800000191
Hypnum cupressiforme Hedw.;11992;11.67500019;13.64999962
Hypnum cupressiforme Hedw.;9889;11.67916679;4.633333206
Hypnum cupressiforme Hedw.;9889;11.67916679;4.633333206
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9889;11.67916679;4.633333206
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9889;11.67916679;4.633333206
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9889;11.67916679;4.633333206
Tortella squarrosa (Brid.) Limpr.;9889;11.67916679;4.633333206
Tortella squarrosa (Brid.) Limpr.;9889;11.67916679;4.633333206
Tortella squarrosa (Brid.) Limpr.;9889;11.67916679;4.633333206
Hypnum cupressiforme Hedw.;11436;11.67916679;7.883333206
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10173;11.6875;13.71666622
Hypnum cupressiforme Hedw.;9037;11.70416641;9.300000191
Homalothecium aureum (Spruce) H.Rob. ;12383;11.70833302;13.63333321
Hypnum cupressiforme Hedw.;12383;11.70833302;13.63333321
Hypnum cupressiforme Hedw.;12383;11.70833302;13.63333321
Homalothecium aureum (Spruce) H.Rob. ;12383;11.70833302;13.63333321
Homalothecium aureum (Spruce) H.Rob. ;10003;11.71249962;5.216666698
Hypnum cupressiforme Hedw.;12900;11.71249962;13.44999981
Hypnum cupressiforme Hedw.;7066;11.71666718;6.433333397
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;6248;11.72083282;6.683333397
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9957;11.72083378;9.5
Homalothecium aureum (Spruce) H.Rob. ;12240;11.73333359;13.48333359
Hypnum cupressiforme Hedw.;12240;11.73333359;13.48333359
Tortella squarrosa (Brid.) Limpr.;12240;11.73333359;13.48333359
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10237;11.7458334;4.966666698
Homalothecium aureum (Spruce) H.Rob. ;10237;11.7458334;4.966666698
Homalothecium aureum (Spruce) H.Rob. ;10237;11.7458334;4.966666698
Homalothecium aureum (Spruce) H.Rob. ;10237;11.7458334;4.966666698
Homalothecium aureum (Spruce) H.Rob. ;10237;11.7458334;4.966666698
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;10237;11.7458334;4.966666698
Hypnum cupressiforme Hedw.;10795;11.75;7.449999809
Hypnum cupressiforme Hedw.;8472;11.75;9.433333397
Hypnum cupressiforme Hedw.;9579;11.7541666;7.916666508
Hypnum cupressiforme Hedw.;9726;11.76666641;9.416666985
Homalothecium aureum (Spruce) H.Rob. ;12226;11.76666641;9.800000191
Dicranum scoparium Hedw.;7828;11.77499962;5.933333397
Homalothecium aureum (Spruce) H.Rob. ;12384;11.77916718;13.71666718
Homalothecium aureum (Spruce) H.Rob. ;12384;11.77916718;13.71666718
Tortella squarrosa (Brid.) Limpr.;12384;11.77916718;13.71666718
Homalothecium aureum (Spruce) H.Rob. ;8449;11.79166698;5.316666603
Hypnum cupressiforme Hedw.;8449;11.79166698;5.316666603
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;8449;11.79166698;5.316666603
Tortella squarrosa (Brid.) Limpr.;12227;11.80416679;13.73333359
Hypnum cupressiforme Hedw.;7869;11.82083321;6.033333302
Homalothecium aureum (Spruce) H.Rob. ;11235;11.82083321;7.966666698
Hypnum cupressiforme Hedw.;11235;11.82083321;7.966666698
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10121;11.82499981;5.066666603
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10121;11.82499981;5.066666603
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9813;11.82499981;7.966666698
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9813;11.82499981;7.966666698
Hypnum cupressiforme Hedw.;7999;11.83333302;4.933333397
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9655;11.83749962;5.516666412
Hypnum cupressiforme Hedw.;11333;11.84583282;8.050000191
Tortella squarrosa (Brid.) Limpr.;11333;11.84583282;8.050000191
Dicranum scoparium Hedw.;12076;11.85416698;13.61666679
